member_id,signup_date,cohort_month,total_orders,total_revenue,avg_aov,category_mix,membership_type,region,acquisition_channel,months_active
TM100454,2025-04-17,2025-04,4,257.68,64.42,Pantry:36.5|Snacks:20.5|Vitamins:11.2|Beauty:11.8|Fresh:2.1|Beverages:6.4|Household:11.5,Annual,Southwest,Organic,1
TM100455,2025-04-20,2025-04,17,996.12,58.6,Pantry:43.0|Snacks:13.8|Vitamins:17.7|Beauty:13.2|Fresh:1.1|Beverages:7.0|Household:4.3,Monthly,Southeast,Paid Social,4
TM100456,2025-04-10,2025-04,20,1220.52,61.03,Pantry:40.5|Snacks:23.6|Vitamins:6.8|Beauty:9.9|Fresh:5.7|Beverages:6.1|Household:7.5,Annual,West,SEM,4
TM100457,2025-04-23,2025-04,23,1321.59,57.46,Pantry:30.6|Snacks:20.5|Vitamins:20.3|Beauty:8.6|Fresh:1.3|Beverages:13.8|Household:5.0,Annual,Southwest,Email,5
TM100458,2025-04-05,2025-04,11,695.12,63.19,Pantry:39.0|Snacks:10.4|Vitamins:14.2|Beauty:11.8|Fresh:1.2|Beverages:14.9|Household:8.4,Monthly,Midwest,Organic,3
TM100459,2025-04-23,2025-04,7,468.64,66.95,Pantry:43.3|Snacks:16.4|Vitamins:12.0|Beauty:7.7|Fresh:3.9|Beverages:11.6|Household:5.0,Monthly,West,Referral,2
TM100460,2025-04-22,2025-04,6,399.78,66.63,Pantry:39.2|Snacks:21.7|Vitamins:11.4|Beauty:8.6|Fresh:1.4|Beverages:9.1|Household:8.6,Annual,Midwest,SEM,1
TM100461,2025-04-21,2025-04,21,1214.72,57.84,Pantry:37.8|Snacks:20.4|Vitamins:8.2|Beauty:12.3|Fresh:3.2|Beverages:8.2|Household:9.9,Annual,Northeast,Organic,5
TM100462,2025-05-09,2025-05,4,263.32,65.83,Pantry:31.9|Snacks:15.9|Vitamins:10.4|Beauty:17.1|Fresh:2.8|Beverages:13.7|Household:8.3,Annual,West,Email,1
TM100463,2025-05-09,2025-05,15,810.55,54.04,Pantry:37.6|Snacks:13.7|Vitamins:19.9|Beauty:12.3|Fresh:1.7|Beverages:9.0|Household:5.7,Annual,Northeast,Paid Social,3
TM100464,2025-05-23,2025-05,7,353.23,50.46,Pantry:41.7|Snacks:15.3|Vitamins:16.0|Beauty:7.2|Fresh:1.9|Beverages:10.0|Household:7.9,Annual,Southeast,Paid Social,2
TM100465,2025-05-27,2025-05,5,285.0,57.0,Pantry:30.1|Snacks:23.2|Vitamins:15.3|Beauty:6.9|Fresh:4.0|Beverages:13.4|Household:7.1,Monthly,Midwest,SEM,1
TM100466,2025-05-20,2025-05,20,1286.51,64.33,Pantry:37.5|Snacks:18.3|Vitamins:5.9|Beauty:13.5|Fresh:1.0|Beverages:13.0|Household:10.8,Monthly,Southeast,Email,5
TM100467,2025-05-04,2025-05,10,565.22,56.52,Pantry:37.8|Snacks:16.8|Vitamins:11.2|Beauty:9.3|Fresh:3.0|Beverages:11.1|Household:10.8,Annual,Northeast,Paid Social,3
TM100468,2025-05-17,2025-05,15,928.5,61.9,Pantry:28.8|Snacks:24.2|Vitamins:7.3|Beauty:14.3|Fresh:3.6|Beverages:11.9|Household:9.9,Annual,Southwest,Email,4
TM100469,2025-05-24,2025-05,32,2123.18,66.35,Pantry:30.7|Snacks:25.6|Vitamins:6.6|Beauty:6.4|Fresh:4.8|Beverages:16.4|Household:9.4,Annual,Southwest,Referral,7
TM100470,2025-05-17,2025-05,7,493.8,70.54,Pantry:39.1|Snacks:17.9|Vitamins:7.0|Beauty:12.0|Fresh:5.2|Beverages:7.1|Household:11.8,Annual,Northeast,Referral,2
TM100471,2025-05-24,2025-05,17,1106.79,65.11,Pantry:40.1|Snacks:19.9|Vitamins:6.2|Beauty:14.1|Fresh:5.4|Beverages:6.7|Household:7.5,Annual,Southeast,Organic,4
TM100472,2025-05-22,2025-05,3,147.24,49.08,Pantry:39.2|Snacks:13.8|Vitamins:12.2|Beauty:7.6|Fresh:4.0|Beverages:13.1|Household:10.1,Monthly,Southeast,Influencer,1
TM100473,2025-05-27,2025-05,4,227.56,56.89,Pantry:47.4|Snacks:14.0|Vitamins:8.3|Beauty:9.3|Fresh:1.1|Beverages:7.0|Household:12.9,Annual,West,Organic,1
TM100474,2025-05-09,2025-05,21,1408.31,67.06,Pantry:33.0|Snacks:17.4|Vitamins:11.7|Beauty:18.4|Fresh:3.7|Beverages:6.2|Household:9.5,Annual,Northeast,Organic,5
TM100475,2025-05-15,2025-05,12,718.28,59.86,Pantry:42.2|Snacks:13.7|Vitamins:10.2|Beauty:8.3|Fresh:0.5|Beverages:14.4|Household:10.6,Annual,West,Email,3
TM100476,2025-05-20,2025-05,17,834.23,49.07,Pantry:34.0|Snacks:19.8|Vitamins:10.5|Beauty:12.7|Fresh:2.0|Beverages:11.5|Household:9.5,Annual,Midwest,Influencer,3
TM100477,2025-05-12,2025-05,23,1448.65,62.98,Pantry:33.4|Snacks:16.0|Vitamins:12.1|Beauty:17.0|Fresh:2.3|Beverages:7.5|Household:11.7,Annual,West,Organic,4
TM100478,2025-05-10,2025-05,42,2562.62,61.01,Pantry:31.3|Snacks:17.2|Vitamins:8.9|Beauty:11.7|Fresh:4.4|Beverages:15.2|Household:11.4,Annual,West,Organic,10
TM100479,2025-05-08,2025-05,25,1600.77,64.03,Pantry:37.6|Snacks:15.1|Vitamins:12.6|Beauty:13.4|Fresh:4.0|Beverages:13.6|Household:3.7,Monthly,West,Organic,6
TM100480,2025-05-05,2025-05,26,1771.45,68.13,Pantry:45.2|Snacks:12.6|Vitamins:10.7|Beauty:12.8|Fresh:4.7|Beverages:8.9|Household:5.2,Annual,West,Organic,5
TM100481,2025-05-03,2025-05,14,932.36,66.6,Pantry:37.7|Snacks:23.5|Vitamins:9.9|Beauty:13.3|Fresh:1.2|Beverages:8.3|Household:6.1,Annual,Southwest,Referral,3
TM100482,2025-05-17,2025-05,9,442.73,49.19,Pantry:33.1|Snacks:16.5|Vitamins:20.5|Beauty:9.0|Fresh:0.7|Beverages:9.3|Household:10.9,Monthly,West,Paid Social,2
TM100483,2025-05-22,2025-05,6,441.36,73.56,Pantry:38.1|Snacks:19.1|Vitamins:16.2|Beauty:8.7|Fresh:2.5|Beverages:7.0|Household:8.4,Annual,Northeast,Referral,2
TM100484,2025-05-14,2025-05,8,438.95,54.87,Pantry:34.5|Snacks:12.8|Vitamins:16.9|Beauty:11.8|Fresh:1.6|Beverages:17.7|Household:4.7,Monthly,Southeast,Paid Social,2
TM100485,2025-05-04,2025-05,23,1435.42,62.41,Pantry:42.8|Snacks:26.5|Vitamins:9.7|Beauty:6.8|Fresh:0.2|Beverages:9.5|Household:4.4,Annual,Midwest,Organic,5
TM100486,2025-05-23,2025-05,15,817.26,54.48,Pantry:33.7|Snacks:11.5|Vitamins:8.5|Beauty:16.2|Fresh:3.6|Beverages:14.2|Household:12.3,Monthly,Southeast,Paid Social,4
TM100487,2025-05-01,2025-05,42,2717.75,64.71,Pantry:36.6|Snacks:15.7|Vitamins:14.8|Beauty:15.1|Fresh:1.3|Beverages:10.0|Household:6.4,Annual,West,Organic,9
TM100488,2025-05-08,2025-05,9,542.96,60.33,Pantry:38.0|Snacks:10.8|Vitamins:18.7|Beauty:14.3|Fresh:3.5|Beverages:6.8|Household:7.9,Annual,Southwest,SEM,2
TM100489,2025-05-19,2025-05,13,903.38,69.49,Pantry:37.7|Snacks:21.3|Vitamins:16.0|Beauty:6.6|Fresh:4.4|Beverages:8.3|Household:5.8,Monthly,Midwest,Referral,3
TM100490,2025-05-10,2025-05,16,949.42,59.34,Pantry:37.9|Snacks:16.8|Vitamins:7.5|Beauty:15.8|Fresh:3.4|Beverages:12.5|Household:6.2,Monthly,Southwest,Paid Social,4
TM100491,2025-05-21,2025-05,29,1886.68,65.06,Pantry:35.2|Snacks:21.4|Vitamins:7.6|Beauty:9.1|Fresh:3.0|Beverages:10.8|Household:13.0,Annual,Midwest,Organic,6
TM100492,2025-05-18,2025-05,5,266.4,53.28,Pantry:38.8|Snacks:21.0|Vitamins:10.7|Beauty:12.5|Fresh:4.0|Beverages:8.1|Household:4.9,Annual,Northeast,Paid Social,1
TM100493,2025-05-01,2025-05,13,793.31,61.02,Pantry:37.3|Snacks:15.1|Vitamins:10.2|Beauty:10.2|Fresh:5.1|Beverages:10.2|Household:11.9,Annual,Southwest,Organic,3
TM100494,2025-05-16,2025-05,22,1314.83,59.76,Pantry:33.5|Snacks:13.8|Vitamins:20.5|Beauty:14.9|Fresh:2.2|Beverages:7.8|Household:7.3,Annual,Southeast,Email,5
TM100495,2025-05-20,2025-05,12,595.38,49.62,Pantry:37.4|Snacks:17.2|Vitamins:6.8|Beauty:11.0|Fresh:3.5|Beverages:14.0|Household:10.0,Monthly,West,Influencer,3
TM100496,2025-05-21,2025-05,15,829.26,55.28,Pantry:36.2|Snacks:15.9|Vitamins:15.1|Beauty:11.4|Fresh:4.1|Beverages:10.7|Household:6.6,Annual,West,Influencer,4
TM100497,2025-05-03,2025-05,57,3660.39,64.22,Pantry:39.5|Snacks:14.2|Vitamins:16.0|Beauty:10.0|Fresh:1.7|Beverages:12.0|Household:6.5,Annual,Southeast,Organic,11
TM100498,2025-05-17,2025-05,8,479.94,59.99,Pantry:32.1|Snacks:21.8|Vitamins:13.9|Beauty:9.1|Fresh:2.5|Beverages:12.0|Household:8.5,Annual,Southeast,Organic,2
TM100499,2025-05-22,2025-05,5,302.6,60.52,Pantry:43.4|Snacks:12.5|Vitamins:6.2|Beauty:14.3|Fresh:1.3|Beverages:13.5|Household:8.7,Annual,West,SEM,1
TM100500,2025-05-11,2025-05,14,994.46,71.03,Pantry:28.7|Snacks:21.6|Vitamins:6.4|Beauty:13.6|Fresh:3.3|Beverages:14.4|Household:12.1,Monthly,Northeast,Referral,4
TM100501,2025-05-19,2025-05,14,875.53,62.54,Pantry:34.2|Snacks:29.0|Vitamins:8.4|Beauty:7.2|Fresh:0.9|Beverages:6.8|Household:13.4,Annual,West,Organic,4
TM100502,2025-05-26,2025-05,5,334.9,66.98,Pantry:30.1|Snacks:13.5|Vitamins:17.0|Beauty:10.8|Fresh:1.9|Beverages:15.1|Household:11.5,Annual,West,Referral,1
TM100503,2025-05-02,2025-05,43,2778.6,64.62,Pantry:39.1|Snacks:21.9|Vitamins:13.5|Beauty:5.3|Fresh:2.1|Beverages:7.0|Household:11.0,Annual,Southwest,Organic,9
TM100504,2025-05-03,2025-05,8,542.02,67.75,Pantry:35.8|Snacks:19.3|Vitamins:5.5|Beauty:14.9|Fresh:4.8|Beverages:11.1|Household:8.6,Annual,Southeast,Organic,2
TM100505,2025-05-04,2025-05,18,982.17,54.56,Pantry:39.8|Snacks:18.1|Vitamins:12.2|Beauty:7.7|Fresh:4.3|Beverages:12.9|Household:5.0,Annual,West,SEM,5
TM100506,2025-05-13,2025-05,17,1017.53,59.85,Pantry:35.6|Snacks:15.1|Vitamins:10.2|Beauty:12.4|Fresh:5.0|Beverages:16.9|Household:4.7,Monthly,Southwest,SEM,5
TM100507,2025-05-05,2025-05,26,1700.04,65.39,Pantry:40.7|Snacks:13.8|Vitamins:11.7|Beauty:11.2|Fresh:5.8|Beverages:12.1|Household:4.6,Annual,West,Referral,5
TM100508,2025-05-27,2025-05,6,339.66,56.61,Pantry:42.9|Snacks:19.1|Vitamins:8.0|Beauty:12.3|Fresh:0.2|Beverages:9.6|Household:8.0,Annual,Southwest,SEM,2
TM100509,2025-05-24,2025-05,32,1994.22,62.32,Pantry:35.0|Snacks:19.7|Vitamins:9.8|Beauty:13.7|Fresh:2.2|Beverages:9.6|Household:9.9,Annual,Northeast,Email,6
TM100510,2025-05-15,2025-05,5,249.45,49.89,Pantry:39.1|Snacks:16.1|Vitamins:10.3|Beauty:11.9|Fresh:3.8|Beverages:7.4|Household:11.4,Monthly,Midwest,Influencer,1
TM100511,2025-05-25,2025-05,7,360.13,51.45,Pantry:38.1|Snacks:21.8|Vitamins:7.1|Beauty:10.0|Fresh:1.7|Beverages:9.7|Household:11.5,Monthly,West,Influencer,2
TM100512,2025-05-21,2025-05,29,1902.78,65.61,Pantry:33.8|Snacks:22.8|Vitamins:9.8|Beauty:11.7|Fresh:1.3|Beverages:7.9|Household:12.7,Annual,Midwest,Referral,6
TM100513,2025-05-28,2025-05,5,301.95,60.39,Pantry:33.6|Snacks:12.9|Vitamins:17.6|Beauty:15.1|Fresh:4.9|Beverages:5.2|Household:10.7,Annual,West,Organic,1
TM100514,2025-05-10,2025-05,18,977.56,54.31,Pantry:33.9|Snacks:11.9|Vitamins:14.9|Beauty:10.0|Fresh:5.7|Beverages:16.2|Household:7.4,Monthly,Midwest,Paid Social,4
TM100515,2025-05-13,2025-05,3,179.43,59.81,Pantry:29.3|Snacks:14.3|Vitamins:14.9|Beauty:12.9|Fresh:4.1|Beverages:12.6|Household:11.9,Annual,West,Referral,1
TM100516,2025-05-04,2025-05,4,268.76,67.19,Pantry:35.2|Snacks:19.6|Vitamins:11.0|Beauty:13.4|Fresh:2.8|Beverages:11.0|Household:7.0,Annual,Southeast,SEM,1
TM100517,2025-05-12,2025-05,16,953.64,59.6,Pantry:31.1|Snacks:15.0|Vitamins:16.9|Beauty:16.1|Fresh:2.1|Beverages:9.9|Household:8.8,Annual,West,SEM,4
TM100518,2025-05-14,2025-05,6,356.82,59.47,Pantry:41.0|Snacks:22.4|Vitamins:9.0|Beauty:10.0|Fresh:1.9|Beverages:10.7|Household:4.9,Annual,Midwest,Influencer,2
TM100519,2025-05-11,2025-05,24,1642.23,68.43,Pantry:40.8|Snacks:15.1|Vitamins:10.8|Beauty:11.2|Fresh:3.8|Beverages:6.6|Household:11.7,Annual,Midwest,Referral,6
TM100520,2025-05-04,2025-05,31,2067.7,66.7,Pantry:33.0|Snacks:19.2|Vitamins:10.7|Beauty:10.1|Fresh:2.7|Beverages:11.8|Household:12.4,Annual,Northeast,Referral,6
TM100521,2025-05-12,2025-05,11,680.57,61.87,Pantry:37.5|Snacks:19.7|Vitamins:13.9|Beauty:8.9|Fresh:1.3|Beverages:13.2|Household:5.6,Annual,West,Organic,3
TM100522,2025-05-17,2025-05,4,255.88,63.97,Pantry:38.4|Snacks:23.0|Vitamins:8.5|Beauty:9.7|Fresh:1.9|Beverages:7.9|Household:10.6,Annual,West,Paid Social,1
TM100523,2025-05-23,2025-05,6,313.74,52.29,Pantry:31.8|Snacks:23.2|Vitamins:11.5|Beauty:10.3|Fresh:0.7|Beverages:10.4|Household:12.2,Annual,Northeast,Influencer,2
TM100524,2025-05-03,2025-05,10,587.09,58.71,Pantry:36.2|Snacks:13.9|Vitamins:9.0|Beauty:10.7|Fresh:2.9|Beverages:15.8|Household:11.6,Monthly,Midwest,Influencer,3
TM100525,2025-05-13,2025-05,5,252.0,50.4,Pantry:41.9|Snacks:20.0|Vitamins:18.3|Beauty:6.0|Fresh:3.5|Beverages:5.7|Household:4.7,Annual,Northeast,Influencer,1
TM100526,2025-05-06,2025-05,18,1120.74,62.26,Pantry:29.9|Snacks:21.3|Vitamins:15.2|Beauty:13.2|Fresh:1.4|Beverages:9.9|Household:9.1,Annual,West,SEM,5
TM100527,2025-05-15,2025-05,12,659.49,54.96,Pantry:39.0|Snacks:19.4|Vitamins:8.9|Beauty:15.0|Fresh:1.7|Beverages:11.9|Household:4.1,Monthly,Northeast,SEM,3
TM100528,2025-05-26,2025-05,13,759.71,58.44,Pantry:31.6|Snacks:22.6|Vitamins:11.5|Beauty:11.9|Fresh:1.8|Beverages:13.1|Household:7.5,Monthly,Southwest,Email,3
TM100529,2025-05-01,2025-05,13,737.41,56.72,Pantry:36.9|Snacks:11.4|Vitamins:17.7|Beauty:11.2|Fresh:0.7|Beverages:10.5|Household:11.6,Annual,Northeast,Paid Social,3
TM100530,2025-05-10,2025-05,5,255.7,51.14,Pantry:29.4|Snacks:14.3|Vitamins:13.6|Beauty:16.9|Fresh:4.8|Beverages:10.2|Household:10.8,Annual,Southeast,SEM,1
TM100531,2025-05-23,2025-05,6,342.72,57.12,Pantry:38.7|Snacks:18.9|Vitamins:18.0|Beauty:6.4|Fresh:1.7|Beverages:6.2|Household:10.2,Monthly,Southwest,SEM,2
TM100532,2025-05-13,2025-05,12,782.18,65.18,Pantry:39.9|Snacks:11.4|Vitamins:16.3|Beauty:11.6|Fresh:5.1|Beverages:6.6|Household:9.2,Annual,West,Organic,3
TM100533,2025-05-07,2025-05,50,3143.12,62.86,Pantry:42.3|Snacks:14.9|Vitamins:11.9|Beauty:8.5|Fresh:4.1|Beverages:7.7|Household:10.6,Annual,Southwest,Organic,10
TM100534,2025-05-07,2025-05,15,924.43,61.63,Pantry:37.8|Snacks:20.9|Vitamins:5.7|Beauty:12.4|Fresh:3.1|Beverages:14.3|Household:5.7,Annual,West,SEM,3
TM100535,2025-05-06,2025-05,8,426.36,53.3,Pantry:40.3|Snacks:23.3|Vitamins:6.4|Beauty:6.4|Fresh:3.7|Beverages:9.3|Household:10.4,Monthly,Midwest,Influencer,2
TM100536,2025-05-22,2025-05,9,575.0,63.89,Pantry:39.2|Snacks:17.9|Vitamins:11.0|Beauty:8.6|Fresh:2.4|Beverages:8.6|Household:12.2,Annual,West,Referral,2
TM100537,2025-05-16,2025-05,13,772.34,59.41,Pantry:30.4|Snacks:15.1|Vitamins:15.9|Beauty:16.2|Fresh:5.0|Beverages:7.2|Household:10.2,Annual,Northeast,Paid Social,3
TM100538,2025-05-21,2025-05,5,334.6,66.92,Pantry:38.0|Snacks:15.1|Vitamins:14.9|Beauty:8.1|Fresh:4.2|Beverages:14.9|Household:4.9,Annual,West,Organic,1
TM100539,2025-05-07,2025-05,8,528.72,66.09,Pantry:37.5|Snacks:21.8|Vitamins:12.6|Beauty:11.7|Fresh:1.0|Beverages:11.2|Household:4.0,Annual,Southeast,Referral,2
TM100540,2025-05-07,2025-05,9,522.56,58.06,Pantry:40.9|Snacks:19.5|Vitamins:13.5|Beauty:14.6|Fresh:1.1|Beverages:5.2|Household:5.3,Annual,West,Paid Social,2
TM100541,2025-05-25,2025-05,7,397.27,56.75,Pantry:41.6|Snacks:16.9|Vitamins:12.5|Beauty:9.0|Fresh:4.3|Beverages:8.3|Household:7.3,Monthly,West,Organic,2
TM100542,2025-05-14,2025-05,8,503.57,62.95,Pantry:35.1|Snacks:19.7|Vitamins:12.1|Beauty:9.7|Fresh:3.9|Beverages:11.6|Household:7.9,Annual,Southwest,Paid Social,2
TM100543,2025-05-01,2025-05,4,229.52,57.38,Pantry:29.5|Snacks:17.5|Vitamins:18.8|Beauty:15.0|Fresh:2.0|Beverages:7.1|Household:10.2,Annual,Northeast,Influencer,1
TM100544,2025-05-19,2025-05,7,450.16,64.31,Pantry:34.0|Snacks:17.7|Vitamins:14.9|Beauty:7.2|Fresh:4.6|Beverages:10.0|Household:11.5,Annual,West,Organic,2
TM100545,2025-05-23,2025-05,5,290.9,58.18,Pantry:31.3|Snacks:21.5|Vitamins:15.2|Beauty:11.9|Fresh:0.6|Beverages:9.9|Household:9.7,Monthly,Northeast,SEM,1
TM100546,2025-05-23,2025-05,11,676.66,61.51,Pantry:29.2|Snacks:20.3|Vitamins:13.5|Beauty:12.4|Fresh:1.7|Beverages:11.7|Household:11.1,Monthly,Northeast,Organic,3
TM100547,2025-05-06,2025-05,12,764.3,63.69,Pantry:39.3|Snacks:22.7|Vitamins:7.4|Beauty:11.4|Fresh:1.7|Beverages:8.4|Household:9.1,Monthly,Southeast,Organic,3
TM100548,2025-05-10,2025-05,18,1150.92,63.94,Pantry:31.1|Snacks:14.8|Vitamins:6.3|Beauty:14.0|Fresh:2.8|Beverages:16.9|Household:14.1,Monthly,Northeast,Referral,5
TM100549,2025-05-21,2025-05,19,1143.78,60.2,Pantry:33.6|Snacks:16.5|Vitamins:17.1|Beauty:9.3|Fresh:3.0|Beverages:13.1|Household:7.5,Annual,Northeast,SEM,4
TM100550,2025-05-18,2025-05,10,661.15,66.11,Pantry:39.2|Snacks:14.9|Vitamins:13.1|Beauty:11.6|Fresh:1.4|Beverages:8.3|Household:11.5,Monthly,Southeast,Referral,2
TM100551,2025-05-19,2025-05,4,215.72,53.93,Pantry:31.8|Snacks:23.2|Vitamins:12.9|Beauty:12.4|Fresh:2.6|Beverages:10.6|Household:6.5,Monthly,West,SEM,1
TM100552,2025-05-26,2025-05,7,366.86,52.41,Pantry:41.7|Snacks:13.5|Vitamins:20.3|Beauty:9.7|Fresh:2.8|Beverages:8.2|Household:3.8,Annual,West,Paid Social,2
TM100553,2025-05-13,2025-05,13,866.3,66.64,Pantry:34.5|Snacks:17.3|Vitamins:15.1|Beauty:9.1|Fresh:1.9|Beverages:11.5|Household:10.5,Annual,Southeast,Referral,3
TM100554,2025-05-10,2025-05,19,1357.2,71.43,Pantry:35.7|Snacks:18.7|Vitamins:13.4|Beauty:12.7|Fresh:4.3|Beverages:9.2|Household:6.0,Annual,West,Referral,4
TM100555,2025-05-13,2025-05,14,840.59,60.04,Pantry:36.6|Snacks:14.9|Vitamins:13.2|Beauty:10.4|Fresh:2.7|Beverages:8.8|Household:13.3,Annual,West,Organic,3
TM100556,2025-05-08,2025-05,9,597.7,66.41,Pantry:35.1|Snacks:15.0|Vitamins:14.6|Beauty:15.6|Fresh:0.1|Beverages:14.7|Household:4.9,Monthly,West,Organic,2
TM100557,2025-05-10,2025-05,3,176.91,58.97,Pantry:35.4|Snacks:16.0|Vitamins:10.1|Beauty:12.2|Fresh:2.2|Beverages:15.1|Household:8.9,Annual,Northeast,Paid Social,1
TM100558,2025-05-06,2025-05,8,436.29,54.54,Pantry:29.3|Snacks:21.7|Vitamins:10.5|Beauty:13.6|Fresh:3.6|Beverages:10.0|Household:11.3,Monthly,Midwest,Paid Social,2
TM100559,2025-05-11,2025-05,7,380.17,54.31,Pantry:31.9|Snacks:19.4|Vitamins:14.2|Beauty:14.4|Fresh:2.5|Beverages:9.6|Household:8.0,Annual,Southwest,Paid Social,2
TM100560,2025-05-16,2025-05,13,728.51,56.04,Pantry:33.3|Snacks:23.6|Vitamins:17.2|Beauty:11.4|Fresh:0.3|Beverages:9.3|Household:4.9,Monthly,West,SEM,3
TM100561,2025-05-03,2025-05,13,682.38,52.49,Pantry:34.5|Snacks:20.4|Vitamins:14.7|Beauty:9.9|Fresh:0.2|Beverages:14.3|Household:6.0,Annual,Midwest,Paid Social,3
TM100562,2025-05-03,2025-05,4,298.08,74.52,Pantry:35.9|Snacks:13.1|Vitamins:16.0|Beauty:13.6|Fresh:3.7|Beverages:10.4|Household:7.2,Annual,West,Referral,1
TM100563,2025-05-09,2025-05,3,163.47,54.49,Pantry:40.1|Snacks:11.0|Vitamins:17.2|Beauty:12.6|Fresh:2.1|Beverages:5.3|Household:11.7,Annual,Midwest,Paid Social,1
TM100564,2025-05-19,2025-05,3,175.47,58.49,Pantry:34.2|Snacks:22.3|Vitamins:13.2|Beauty:10.6|Fresh:4.0|Beverages:12.2|Household:3.5,Monthly,West,Influencer,1
TM100565,2025-05-09,2025-05,7,470.96,67.28,Pantry:44.0|Snacks:20.7|Vitamins:9.7|Beauty:10.3|Fresh:0.1|Beverages:10.4|Household:4.7,Monthly,Midwest,Referral,2
TM100566,2025-05-12,2025-05,12,699.06,58.25,Pantry:39.6|Snacks:20.6|Vitamins:10.9|Beauty:10.4|Fresh:5.4|Beverages:6.0|Household:7.1,Monthly,Southeast,Paid Social,3
TM100567,2025-05-14,2025-05,23,1397.43,60.76,Pantry:39.6|Snacks:16.8|Vitamins:12.1|Beauty:7.2|Fresh:3.2|Beverages:12.3|Household:8.8,Annual,Northeast,SEM,5
TM100568,2025-05-12,2025-05,9,505.08,56.12,Pantry:27.6|Snacks:13.9|Vitamins:16.8|Beauty:13.1|Fresh:5.1|Beverages:15.3|Household:8.2,Annual,Northeast,Email,3
TM100569,2025-05-10,2025-05,17,925.42,54.44,Pantry:38.2|Snacks:16.1|Vitamins:11.1|Beauty:13.4|Fresh:2.3|Beverages:14.4|Household:4.6,Annual,Midwest,Influencer,3
TM100570,2025-05-11,2025-05,44,2917.88,66.32,Pantry:37.8|Snacks:12.0|Vitamins:9.8|Beauty:13.8|Fresh:0.9|Beverages:14.4|Household:11.3,Monthly,Southeast,Organic,10
TM100571,2025-05-01,2025-05,30,2000.62,66.69,Pantry:35.5|Snacks:14.9|Vitamins:16.2|Beauty:7.1|Fresh:4.4|Beverages:13.0|Household:8.9,Annual,West,Organic,7
TM100572,2025-05-09,2025-05,5,305.35,61.07,Pantry:35.9|Snacks:21.9|Vitamins:13.7|Beauty:13.5|Fresh:2.5|Beverages:7.4|Household:5.1,Monthly,West,Paid Social,1
TM100573,2025-05-10,2025-05,7,375.84,53.69,Pantry:33.3|Snacks:22.3|Vitamins:7.5|Beauty:17.6|Fresh:3.1|Beverages:9.4|Household:6.7,Annual,Northeast,Influencer,2
TM100574,2025-05-19,2025-05,34,1698.32,49.95,Pantry:39.3|Snacks:12.2|Vitamins:13.7|Beauty:14.4|Fresh:1.4|Beverages:7.7|Household:11.3,Annual,Midwest,Influencer,6
TM100575,2025-05-28,2025-05,5,274.5,54.9,Pantry:42.2|Snacks:14.8|Vitamins:11.7|Beauty:8.1|Fresh:5.3|Beverages:10.0|Household:7.9,Annual,West,Paid Social,1
TM100576,2025-05-27,2025-05,10,568.39,56.84,Pantry:34.7|Snacks:18.4|Vitamins:12.7|Beauty:8.1|Fresh:2.2|Beverages:13.4|Household:10.6,Annual,Northeast,Email,3
TM100577,2025-05-24,2025-05,5,242.2,48.44,Pantry:42.1|Snacks:17.8|Vitamins:7.6|Beauty:10.0|Fresh:0.4|Beverages:12.7|Household:9.4,Monthly,Northeast,Influencer,1
TM100578,2025-05-03,2025-05,11,781.22,71.02,Pantry:38.1|Snacks:12.5|Vitamins:15.5|Beauty:12.6|Fresh:0.5|Beverages:8.3|Household:12.5,Annual,Northeast,Referral,3
TM100579,2025-05-25,2025-05,23,1310.64,56.98,Pantry:31.8|Snacks:17.9|Vitamins:14.0|Beauty:12.2|Fresh:4.9|Beverages:6.9|Household:12.4,Annual,Southwest,Email,5
TM100580,2025-05-28,2025-05,4,283.32,70.83,Pantry:37.8|Snacks:17.7|Vitamins:8.1|Beauty:11.2|Fresh:2.9|Beverages:16.1|Household:6.3,Annual,Southeast,Referral,1
TM100581,2025-05-18,2025-05,12,821.63,68.47,Pantry:34.4|Snacks:13.5|Vitamins:13.3|Beauty:10.1|Fresh:5.8|Beverages:11.8|Household:11.0,Annual,Southeast,Referral,3
TM100582,2025-05-17,2025-05,14,833.87,59.56,Pantry:31.5|Snacks:13.7|Vitamins:17.2|Beauty:14.8|Fresh:4.9|Beverages:12.8|Household:5.1,Annual,West,SEM,3
TM100583,2025-05-11,2025-05,4,224.48,56.12,Pantry:29.2|Snacks:21.4|Vitamins:16.0|Beauty:8.8|Fresh:1.5|Beverages:12.4|Household:10.6,Monthly,Northeast,Email,1
TM100584,2025-05-22,2025-05,4,195.76,48.94,Pantry:36.8|Snacks:21.0|Vitamins:8.1|Beauty:11.3|Fresh:1.6|Beverages:15.6|Household:5.7,Annual,Southwest,Paid Social,1
TM100585,2025-05-09,2025-05,30,1590.97,53.03,Pantry:42.5|Snacks:17.4|Vitamins:9.5|Beauty:12.2|Fresh:2.1|Beverages:6.6|Household:9.6,Annual,Southwest,Influencer,6
TM100586,2025-05-08,2025-05,3,190.56,63.52,Pantry:47.3|Snacks:19.3|Vitamins:9.0|Beauty:8.4|Fresh:1.9|Beverages:9.0|Household:4.9,Annual,Southwest,Referral,1
TM100587,2025-05-15,2025-05,5,241.85,48.37,Pantry:36.2|Snacks:10.7|Vitamins:15.1|Beauty:12.0|Fresh:1.6|Beverages:13.4|Household:11.0,Annual,Southeast,Paid Social,1
